"gene_id"	"Vegetative_PA"	"Streaming_PA"	"Mound_PA"	"Fruiting_PA"	"length"	"Vegetative_SW"	"Streaming_SW"	"Mound_SW"	"Fruiting_SW"
"3291"	"DDB_G0274935"	29.2923681756358	221.148523438842	230.730817960371	302.915448426369	714	0.8000505	10.9249	11.81755	10.5563
"3292"	"DDB_G0274937"	248.722298474511	523.090573816574	526.746730127893	588.985468955453	843	0.5768315	11.164245	14.7721	15.91355
"3293"	"DDB_G0274939"	92.2013627627868	150.619047501274	137.32202047495	71.6750338452967	2067	1.0591	3.791925	6.36381	4.44218
"3294"	"DDB_G0274941"	0	0	0	2.43008062215272	1011	0.00939735	0	0.0114647	0.3236775
"3295"	"DDB_G0274943"	414.04549193204	26.0321716645837	27.2946742745367	20.6923884249772	2265	5.63587	1.94708	2.13108	4.341215
"3296"	"DDB_G0274947"	0.14578694391829	41.172966868764	49.6311281074164	9.70763147762344	4401	1.50631	3.504965	4.346145	0.4560325
"3297"	"DDB_G0274949"	6.57606207537307	64.4395277886465	45.4284887934809	19.9792438972943	1803	0.6767495	8.02109	5.125365	1.86547
"3298"	"DDB_G0274951"	0	9.33843394308137	0	1.1965997291077	423	0.2365405	0.9274575	0.585604	0.0967245
"3299"	"DDB_G0274953"	3.89702651424097	10.5277585308173	14.8174870148453	18.8506638636492	1827	0.323492	1.65817	1.15697	0.8823385
"3300"	"DDB_G0274955"	200.305420595563	172.739415244839	202.262680901766	644.211629457117	1050	9.013825	22.9331	18.23365	37.9009
"3301"	"DDB_G0274957"	2.85265912347153	3.98289466992003	1.81711535903389	4.32975351012698	789	0.5469485	0.4388475	0.302614	0.0878616
"3302"	"DDB_G0274959"	83.2998800427486	57.3073069298029	73.9799680581081	28.3613880048464	684	28.5009	32.525	13.3221	6.906645
"3303"	"DDB_G0274961"	20.7206392529775	34.5410885968338	37.4963116493709	31.5506797622247	1215	3.345985	24.79035	8.97512	3.635525
"3304"	"DDB_G0274963"	0.50042792709577	4.7602435397318	4.64111925238196	6.84795300628959	3711	0.06295675	0.443482	0.129169	0.115735
"3305"	"DDB_G0274965"	17.1154613853536	48.0822951241056	46.5872566057933	38.266356158526	4203	0.6220755	1.711225	1.26591	0.7864155
"3306"	"DDB_G0274967"	0	0	0.76349238606855	2.92607336665546	567	0.0925473	0.299223	1.712405	2.36827
"3307"	"DDB_G0274969"	29.1242941169312	168.992124765696	146.181767990797	134.663117306566	1467	7.96431	52.0509	28.6672	24.6792
"3308"	"DDB_G0274971"	191.853949461995	3.5858381643548	2.24943893479813	1.1980779944139	888	4.405195	0.5083505	0.690308	0.84482
"3309"	"DDB_G0274973"	0.396283968012852	1.71510730211449	3.54326718741996	2.60364464596762	1593	0.1620755	0.4151315	0.210887	0.1488725
"3310"	"DDB_G0274975"	104.414802902089	227.884637002629	389.093774447272	488.361831529395	4398	1.70441	9.97185	10.734145	14.3701
"3311"	"DDB_G0274977"	23.2199245954824	0	4.26004169049684	3.41375838210385	201	7.88245	9.656705	5.24177	0.788701
"3312"	"DDB_G0274979"	0	0.288385049013354	0.185109339879869	0.472952552616575	2421	0.4513715	0.4070805	0.1120373	0.084378
"3313"	"DDB_G0274981"	26.1139704610263	48.6585605787543	80.8838842718515	64.2303865681952	2514	0.6646395	4.53337	3.255475	2.98224
"3314"	"DDB_G0274983"	6.46512883119438	2.85593250722917	7.29438496070085	6.42467417209653	267	0.607475	5.478455	4.72126	1.786885
"3315"	"DDB_G0274987"	112.588837680565	112.029028523973	93.3900187819381	37.5530191785831	663	9.817345	31.1868	22.8947	7.03953
"3316"	"DDB_G0274989"	6.9483616751718	221.68447305181	163.609572163424	35.2639775592786	234	0.315984	70.5678	68.02505	10.16107
"3317"	"DDB_G0274991"	1.57006412911314	51.7696016627117	47.6815823162167	16.1781310670075	519	0.367265	22.33195	19.7595	2.654235
"3318"	"DDB_G0274993"	283.604509339718	448.104767865613	382.968247783726	361.880745215603	2364	4.42361	34.1278	18.3274	29.14955
"3319"	"DDB_G0274995"	139.172781282828	590.862014834379	574.190469823624	507.690700200929	3315	4.134415	24.2455	15.4076	14.97495
"3320"	"DDB_G0274997"	32.6292272300223	16.162808032695	18.3737118685708	5.71124236091023	2832	1.037424	1.297995	0.797623	0.2849795
"3321"	"DDB_G0274999"	0	0	0	0	294	0	0	0	0.2062585
"3322"	"DDB_G0275001"	141.434690732249	24.4994123978022	25.7807292745032	19.6867806549901	564	8.79832	3.50041	1.653285	1.61914
"3323"	"DDB_G0275003"	0	0.677257722278649	2.35341993487828	17.2956785760236	1881	0.004475525	0.01910635	0.05248715	0.8182465
"3324"	"DDB_G0275005"	143.089242899498	172.246167954152	137.485310004143	216.213592725281	4461	5.69728	21.08705	11.68765	7.001895
"3325"	"DDB_G0275007"	1433.29252071342	292.620953222169	250.859718236882	191.933484194184	2100	77.64355	25.07835	9.112945	14.17955
"3326"	"DDB_G0275009"	20.8486288645822	262.250915865617	141.280486426146	85.5514221112639	4452	1.56241	5.379365	5.145445	5.222895
"3327"	"DDB_G0275011"	9.34459500969801	63.4110152703398	100.087500561356	116.875869241727	5094	0.9197735	4.525445	2.514	2.719145
"3328"	"DDB_G0275013"	1.95425298096037	30.0092239616451	47.156956309347	31.3923158096045	1017	0.7722425	21.51195	25.45255	2.092145
"3329"	"DDB_G0275015"	4.16515412261785	22.1166848287982	15.6998416192699	5.69244703181099	2631	0.7547545	4.67398	2.003005	0.581447
"3330"	"DDB_G0275017"	66.97036485593	225.604064574732	186.99758103382	330.722833618575	1920	9.194575	18.18755	14.03425	17.5218
"3331"	"DDB_G0275019"	2.47134805163502	5.53663186218276	9.60638071214442	12.0855654093213	924	0.670296	1.0386315	2.067345	2.52835
"3332"	"DDB_G0275021"	65.4534371279722	133.784875775259	157.320198592815	254.780006026936	1356	3.803815	14.69295	10.227075	10.91595
"3333"	"DDB_G0275023"	83.2250368581421	85.7106979361739	43.5024798879939	8.45140083762744	1131	0.398687	0.5592845	0.316738	0.422182
"3334"	"DDB_G0275025"	42.513202358823	61.279605034317	16.0117776786261	4.43966969402023	1230	8.546275	64.4172	3.754505	1.95764
"3335"	"DDB_G0275027"	32.8786798985124	87.1629917083222	96.4462480936035	272.427402350908	276	735.9135	633.078	258.6975	262.616
"3336"	"DDB_G0275029"	1002.82359044559	722.253240559234	504.010683981528	516.801940421222	1320	34.74305	67.12685	59.70725	27.4476
"3337"	"DDB_G0275031"	2.74066649271892	23.861888559171	17.8704901674401	2323.01987346176	213	2.81899	6.95894	2.61745	1949.01
"3338"	"DDB_G0275033"	4.23463229526908	54.630605723917	127.670585649772	10.5316552820861	2073	0.1210105	2.139735	2.048825	0.8690165
"3339"	"DDB_G0275035"	104.393478303184	358.654712229584	230.737969651386	133.606519041355	6855	2.952495	11.0276	8.41678	5.973755
"3340"	"DDB_G0275037"	0	0	0	0	162	0	0	0	0
"3341"	"DDB_G0275039"	566.199318683649	519.219958656604	314.711560501401	70.4278113858577	2145	12.4638	68.57655	24.23345	6.19079
"3342"	"DDB_G0275041"	0	0.69907907783835	1.97048733575817	1.85492121198225	1026	0.3453155	0.24318875	0.1994325	0.0619695
"3343"	"DDB_G0275043"	8.7319143131543	23.6753480995716	15.5722869619654	5.27912529602935	186	105.02145	8.497175	8.764	4.362025
"3344"	"DDB_G0275045"	44900.1463926289	3745.36113556635	2903.36823100182	5018.36563109361	990	2244.34	880.765	229.1025	423.676
"3345"	"DDB_G0275047"	0	0	2.48363702101003	17.8483600469927	705	0	0.1330965	0.7012795	1.51062
"3346"	"DDB_G0275049"	1435.88660332474	146.849992941807	180.226865578023	142.183279262779	924	38.2942	67.8102	20.75545	15.9626
"3347"	"DDB_G0275053"	390.567147937325	1920.75664462893	2869.33631694659	1243.02792782839	918	37.20855	20.46775	126.6015	50.138405
"3348"	"DDB_G0275055"	2.58774416419576	15.2030668938204	11.0777292817752	6.75176669263535	630	5.663665	7.7934	6.839485	3.270755
"3349"	"DDB_G0275057"	267.33440942304	4420.94739540594	3103.36216335803	1406.86137212174	1050	19.421	345.318	220.72	96.21925
"3350"	"DDB_G0275059"	53.6118117271783	18.1012058562365	24.5432269046904	10.2016267270312	816	6.941645	7.51464	5.20992	1.734955
"3351"	"DDB_G0275061"	2.29775544594278	5.00140974220846	8.38474756180866	3.05326107444504	1023	0.7033175	2.92679	1.059215	0.2357195
"3352"	"DDB_G0275063"	0.76867802799378	13594.3531336028	16715.2089722396	8703.79588039569	762	0.0274274	230.2985	1358.075	1207.175
"3353"	"DDB_G0275065"	62.4636389488172	24.9382488832223	30.2304461108804	22.1258680176173	5061	2.43129	4.65038	1.102257	2.146125
"3354"	"DDB_G0275067"	18.9413981848885	85.8110037313949	103.963615693077	53.0914896439406	1161	2.965325	7.31398	4.147125	3.10596
"3355"	"DDB_G0275069"	224.272230811049	52.0877206248368	51.4900048725249	66.8162712209152	7812	28.7383	1.64838	1.328085	1.631155
"3356"	"DDB_G0275071"	138.851262312367	62.9810570660297	62.6005205791698	24.5701037664999	657	26.21845	12.4676	11.6066	2.960265
"3357"	"DDB_G0275073"	12.2252484895094	11.5409753254534	14.8796039233288	11.3266469712159	1710	5.41921	2.826635	0.9716885	1.1144545
"3358"	"DDB_G0275075"	47.9959999149323	41.9109960026497	39.2686243564622	14.5914008343868	2445	7.4118	5.358205	2.48185	1.78447
"3359"	"DDB_G0275077"	0.478001084430209	0.44255094270498	0.25524662344595	0.950020116089648	7815	0.155299	0.01138122	0.008827815	0.0271234
"3360"	"DDB_G0275079"	0	5.79467816771147	11.9056654643201	39.9521632552029	549	112.738	6.802145	43.94695	76.54865
"3361"	"DDB_G0275081"	47.909912847224	200.458081063388	233.652962892972	187.374734130494	426	41.5087	22.34865	46.2355	33.09005
"3362"	"DDB_G0275083"	0	7.06183581469169	4.50043825044637	2630.15823712599	471	0.283264	0.222604	0.5452085	375.673
"3363"	"DDB_G0275085"	54.4977429698253	70.717880346438	74.3123761636738	73.7871746804463	2658	0.889623	3.541895	3.522515	2.152695
"3364"	"DDB_G0275087"	0	26.2196373786103	50.6130285288116	33.3635781313447	1440	0	0.0566011	3.124475	1.003005
"3365"	"DDB_G0275089"	1.68471808705677	3.76446743004553	3.20843892594039	2.12096591496816	1680	0.6431375	0.631179	0.376095	0.348482
"3366"	"DDB_G0275091"	63.4513715371589	48.5350345855849	68.9341589629585	82.878376517618	1950	2.07594	4.073735	3.803575	3.90631
"3367"	"DDB_G0275093"	269.634352910257	260.073723658046	212.294021623735	63.8955519077047	2055	3.5155	14.1991	39.59325	28.71405
"3368"	"DDB_G0275095"	25.6414548550433	37.0419935392919	38.1041861242944	14.7979729763948	618	3.306195	17.54265	6.64593	2.19857
"3369"	"DDB_G0275097"	115.32725990295	16.6496047601132	18.7890274815926	13.9088848833071	2256	1.80261	5.19996	0.908186	1.43167
"3370"	"DDB_G0275099"	0	3.21876714794295	3.00517717766775	1.36241958602218	1356	0.0480706	0.1401255	0.2026405	0.0432347
"3371"	"DDB_G0275103"	0	105.18965506197	77.0344789673581	20.7709686165765	1785	0.12114815	5.52955	5.007475	0.740128
"3372"	"DDB_G0275105"	0	0	0	2.52391239643811	222	4.136645	2.95206	1.76849	1.72485
"3373"	"DDB_G0275107"	94.4555629293101	39.0567879741764	48.6807764910294	33.3505271443906	1356	4.35669	3.31627	2.187755	2.96163
"3374"	"DDB_G0275109"	0.323676048908583	3.84417348588439	1.37701148069443	1.06329990586631	1845	0.1464185	0.5277435	0.2755645	0.01507453
"3375"	"DDB_G0275111"	29.5792319503977	21.2924710514874	12.1179602704108	6.59214560035624	864	13.56525	2.09848	1.602995	1.834655
"3376"	"DDB_G0275113"	12.1121773663924	59.6711293096081	46.1662972546913	39.4203669649143	1614	3.86043	9.25386	6.864785	9.608175
"3377"	"DDB_G0275115"	932.86150995586	2466.06692746383	1745.85645085227	544.150096115731	579	51.743	177.6625	180.3105	68.5217
"3378"	"DDB_G0275117"	11.232818387186	625.306030247408	874.360282312016	1829.13480913304	1917	0.03139655	14.998	16.81545	32.847
"3379"	"DDB_G0275119"	534.285195653503	32.2474585984881	55.6722500952108	37.9721586536913	546	11.374025	31.1607	44.36205	40.4594
"3380"	"DDB_G0275121"	117.406670245362	40.1962394481023	49.4337253374774	29.0403354132044	546	4.536835	13.5426	15.64815	15.2736
"3381"	"DDB_G0275123"	3623.57304252288	492.39052960298	573.382445745169	358.485932010364	546	65.77135	40.75685	87.72365	98.28735
"3382"	"DDB_G0275125"	334.975673879149	30.8063569381269	29.0013917762053	23.9119114126423	1692	4.147785	7.940805	4.345995	4.87218
"3383"	"DDB_G0275127"	8.64590529308871	23.6576222499525	18.1883616816845	4.49879764506431	1008	8.645175	13.26965	5.29214	1.34189
"3384"	"DDB_G0275129"	8.17789065169539	12.9253203050124	10.4642927786978	14.4174505465477	3981	0.1197988	0.6059755	0.401404	0.4201785
"3385"	"DDB_G0275131"	0	11.3275449020014	120.47960310715	40.5278974100843	171	0	1.561335	81.6222	9.991395
"3386"	"DDB_G0275133"	75.8688507072858	20.7731120039497	53.877200903719	133.294194950952	696	37.2849	14.70265	6.321405	9.35039
"3387"	"DDB_G0275135"	0	0	5.3593920986413	126.747518395781	186	0	6.2549795	0.2849325	10.42295
"3388"	"DDB_G0275137"	0	3.42395850289037	2.30312611553828	1203.15301094908	180	0	0	0.905687	56.02335
"3389"	"DDB_G0275139"	3.11626596214508	11.1611617116494	23.3194467239012	25.489231834652	1788	0.1273719	0.681577	0.5376655	0.366516
"3390"	"DDB_G0275141"	9.49662715814912	11.1787668686874	9.0923049890031	7.28785483673111	1710	3.390895	1.83012	0.4424315	0.6335215
"3391"	"DDB_G0275143"	0	0.64360161444958	1.30818041169886	0.27005348913008	1971	0.06899045	0.2210775	0.03496535	0.02325025
"3392"	"DDB_G0275145"	1.2671545568454	123.121998191983	252.339153208534	1382.19711692337	1569	0.1654355	0.299423	3.8934	20.44815
"3393"	"DDB_G0275147"	0	3.86946079441072	1.64852600520389	3.94029473202693	657	0.542655	0.6311295	0.361942	0.3479465
"3394"	"DDB_G0275149"	260.071533723312	143.266578495758	116.357198812589	71.4528799204903	2097	2.101125	13.20425	5.91327	3.549485
"3395"	"DDB_G0275151"	0	0	0	0	315	0	0	0	0
"3396"	"DDB_G0275153"	10937.7042487933	6046.29686456489	4791.62329134039	2833.22719593789	1008	274.3415	579.214	631.703	175.361
"3397"	"DDB_G0275155"	6.02116876621709	70.6030641596007	553.554781582366	2470.22305969419	1425	0.1034801	1.616495	248.3085	113.1635
"3398"	"DDB_G0275157"	9.43149307265095	33.2374722852508	90.8362542998692	23.0892082280634	594	0.6294885	40.11585	70.0789	8.439585
"3399"	"DDB_G0275159"	8.96054085530433	125.967700054588	96.3298659127821	34.7198719191462	1401	3.75294	16.997	19.8106	7.41243
"3400"	"DDB_G0275161"	935.779779630613	3116.72993575834	3921.9509184629	1759.20254434272	564	112.9855	766.5875	910.943	409.419
"3401"	"DDB_G0275163"	14.9957431545224	175.812896447001	238.069493713482	3038.41654721872	324	10.95515	105.49075	254.68	931.51
"3402"	"DDB_G0275165"	103.999573396641	388.366547442319	194.624619044025	137.126908523968	2766	1.667715	23.37375	14.61325	8.483625
"3403"	"DDB_G0275167"	214.015673734737	299.681407957709	347.694520143188	212.577437422705	2436	2.890345	11.8758	14.2074	13.9679
"3404"	"DDB_G0275169"	14.1432632761736	89.4464830243671	68.0838663178827	25.020766510167	3873	0.422965	7.31003	4.160105	2.48055
"3405"	"DDB_G0275171"	3.92633155795369	20.5370093867478	15.4259548323292	3.55488159310984	1449	0.1604017	17.2737	2.586675	0.412281
"3406"	"DDB_G0275173"	24.7576896835903	696.309808333502	567.500372848489	114.744782778441	2829	0.5466155	28.57245	13.24795	2.961325
"3407"	"DDB_G0275175"	0	0	10.5180440788087	182.995719367917	165	0	0	0.314965	8.804555
"3408"	"DDB_G0275177"	212.22486330122	59.0695352989916	43.0953872538832	2441.73254672826	915	10.891145	2.486755	3.60154	78.21705
"3409"	"DDB_G0275179"	72.1499526448669	107.911526265354	139.67665681945	275.333591936164	1632	2.46616	13.65565	9.205365	35.4973
"3410"	"DDB_G0275181"	148.735911884806	269.702656265665	187.335506321664	39.9163525146017	501	55.2981	56.60805	53.03485	5.98754
"3411"	"DDB_G0275185"	95.5377803428563	961.942332228447	1198.29043573383	827.684276915736	2400	2.556125	44.54675	92.89725	39.9268
"3412"	"DDB_G0275187"	0	0	0	0	120	0	0	0.467862	0.866227
"3413"	"DDB_G0275189"	0	20.3793184558568	69.3321667483322	82.7940028162843	876	0.0361018	0.0546653	0.5797745	9.338185
"3414"	"DDB_G0275191"	3.60188543835918	0	2.24133173146861	3.64056555064166	1107	0.07227045	2.85643	0.6322255	0.767134
"3415"	"DDB_G0275193"	0	0	0	0	123	0	0	0	0
"3416"	"DDB_G0275195"	2.16291142773566	23.3876100921217	177.617024243808	681.107829879168	3642	0.327091	0.455528	7.014425	48.5633
"3417"	"DDB_G0275197"	0	0.841461810301585	4.79463970341497	4.31793868173335	1473	0.0242393	0.05819585	0.02802405	2.572245
"3418"	"DDB_G0275199"	0	0	2.57325194512199	0	225	108.424	201.5935	101.1495	86.58075
"3419"	"DDB_G0275201"	0	0	2.34001835008864	2.31735909509137	171	41.534	106.78035	56.6162	55.01755
"3420"	"DDB_G0275203"	0.925417902951455	2.10277456930972	6.08933548799214	2.40759868628979	1707	0.124206	0.65201	0.43878	0.1479905
"3421"	"DDB_G0275205"	9.75993732297965	21.1511676523532	27.8671178663594	3.53843927172631	1545	0.10898855	4.676355	2.351225	0.906034
"3422"	"DDB_G0275207"	0	0	1.69532227930988	0	195	0.4090845	20.6389	2.788175	1.089205
"3423"	"DDB_G0275209"	2637.29719516135	842.600898957638	582.721875874751	165.659139518093	1089	24.3434	177.012	223.326	62.6862
"3424"	"DDB_G0275211"	86.0536600167175	116.857095337202	95.3057351111406	41.9287688626379	537	15.16655	58.30215	33.32285	10.15925
"3425"	"DDB_G0275213"	23.0651088157177	202.668426658448	261.629642338826	443.367835296666	705	9.782295	26.55955	25.64915	25.3818
"3426"	"DDB_G0275215"	7.09846288814642	29.4708982689212	17.8075796502685	30.7355822187735	2076	0.81261	1.990765	1.125555	1.347395
"3427"	"DDB_G0275217"	0	0	0	0	174	0.1478655	0.70056	0	0.4956585
"3428"	"DDB_G0275219"	0	0	0	0	153	0	0	0	0
"3429"	"DDB_G0275223"	1.89193838194673	10.3790676402133	6.97697438075462	14.9584264001684	309	0.085842	8.730605	15.804	3.98243
"3430"	"DDB_G0275225"	0	7.97011967695378	25.1220486815438	9.45426536002829	480	0.2130205	3.623145	6.61524	1.74169
"3431"	"DDB_G0275227"	1330.85581365943	246.803451940089	182.318481307781	129.769813264764	324	1576.485	1039.43	350.144	118.376
"3432"	"DDB_G0275229"	0	0	0	80.5473591244254	168	0	0	0.307771	43.186
"3433"	"DDB_G0275231"	0	0	1.75811069238118	155.503466231332	192	0	0	1.691285	317.794
"3434"	"DDB_G0275233"	0	61.0242960124646	146.422475408207	354.938221319757	177	0.2427805	68.2316	78.9549	473.699
"3435"	"DDB_G0275235"	43.8816045059274	44.1846511217662	44.7155832626385	53.0418152952586	1140	0.8062495	3.744055	3.12384	3.14764
"3436"	"DDB_G0275237"	0.333429223446722	2.18149832649503	1.60740875973566	1.95932034409475	1758	0.2465555	0.458025	0.10265295	0.11090055
"3437"	"DDB_G0275239"	88.4257997830082	498.29170463721	487.237697878498	428.256279221578	7866	3.622425	10.7631	9.963705	7.884025
"3438"	"DDB_G0275241"	14.6770140134137	43.2158186591355	26.673013495286	12.0598164350167	3372	1.4393	3.965585	1.87533	0.812708
"3439"	"DDB_G0275243"	4.58475106243326	2.12236537827744	2.44819994377478	1.0753754984791	330	1.001605	0.3967515	0.5344255	0.6099425
"3440"	"DDB_G0275245"	10.1017542964483	1.03789805740008	2.02477537449765	1.24976213679797	4254	0.280064	0.245906	0.0386706	0.0581046
"3441"	"DDB_G0275247"	0.855351001241015	7.0352943452765	5.88328088102197	1.69877410497564	1911	0.06851525	0.395534	0.197501	0.06725695
"3442"	"DDB_G0275249"	8.99857640888284	20.8239785903842	43.8630824689292	41.7919038922886	636	2.41043	7.19445	6.086105	3.82924
"3443"	"DDB_G0275251"	0	1.41491025218496	9.52297584827146	152.94931325606	924	0.04417675	0.3023415	0.422688	32.0086
"3444"	"DDB_G0275253"	40.0079739557704	8952.40538376771	7137.8765730638	9247.06117570731	861	1.36701	498.3265	604.3225	880.758
"3445"	"DDB_G0275255"	5.76950468388193	890.863182169581	526.091605495575	870.57579047164	870	0.5941585	40.47855	85.1434	130.33
"3446"	"DDB_G0275257"	71.9008832077407	36.096730961478	26.7129714031095	10.6110098658477	2487	0.644772	2.24148	2.127195	0.6444085
"3447"	"DDB_G0275259"	19.3508626166821	74.0931894103718	80.873182291125	20.9619842694563	144	41.278	63.59825	26.3698	7.69666
"3448"	"DDB_G0275261"	0.467870178596052	3.67067444126334	7.86956949089902	1.85843178469688	1878	0.224954	1.045877	0.4700665	0.161644
"3449"	"DDB_G0275263"	387.411738452114	467.2020537785	464.501272522154	352.812871152055	1962	21.6414	15.87745	23.4078	23.386
"3450"	"DDB_G0275265"	30.6278224265506	14.8582671985658	18.5258466965117	239.010089779966	1344	4.37994	4.06326	1.27388	40.8187
"3451"	"DDB_G0275267"	9.82124517841108	921.893872042518	968.321460804053	622.396948011337	3816	1.3669785	14.82445	24.37325	8.093345
"3452"	"DDB_G0275269"	10.5535431176053	126.982748374096	114.814171552154	48.0714233036259	1722	0.900241	2.24613	1.192805	0.755402
"3453"	"DDB_G0275271"	1.35171040144671	6.40225037177599	5.10129609391298	18.5445985386275	633	0.766924	18.8065	3.680715	3.884245
"3454"	"DDB_G0275273"	0.97344483672817	6.29491578966464	6.1468035164708	15.080234881649	1236	0.590443	3.02759	1.62421	1.269085
"3455"	"DDB_G0275275"	8.32445609240821	361.58553786275	363.596854257111	1790.18620681741	1629	0.9208395	7.1751	33.2751	119.078
"3456"	"DDB_G0275277"	110.633986555084	126.310954207102	146.560209952195	125.490939074254	1980	1.9465	7.821005	5.564305	7.31344
"3457"	"DDB_G0275279"	0	0	0	0	969	0	0.01254645	0.02428015	0.04432825
"3458"	"DDB_G0275281"	5.53815544008907	21.0777523743949	31.6839496002811	11.2994085612464	903	3.507395	8.091775	3.68464	4.30687
"3459"	"DDB_G0275283"	13.4975650538405	37.5629389917824	58.9870403274133	32.2894546875856	2502	4.56637	4.2763	2.50609	2.776015
"3460"	"DDB_G0275285"	6.31623104354979	25.3351629173089	28.569754937287	9.72155866803557	2322	0.370307	1.81798	0.9721895	0.3477455
"3461"	"DDB_G0275287"	7.62605441679988	60.3339957755195	49.6741205702199	77.4531867860628	6324	0.48013	6.345495	3.27692	3.05066
"3462"	"DDB_G0275289"	0.499789173536864	0.276712945220915	0.460772968720737	0.280413848103834	2826	0.002859235	0.003548255	0.016633505	0.031056
"3463"	"DDB_G0275291"	5.6305843118963	4.47893465732165	0	8.21157300498255	144	0.359453	0	0.634455	0
"3464"	"DDB_G0275293"	3.12410641545431	9.78891179423866	15.6047117046855	1.77826039359311	1110	0.306617	5.884295	0.910356	0.418578
"3465"	"DDB_G0275295"	82.7276664368867	497.687037809896	2914.60569157179	3102.38945136818	1035	2.943105	2.94846	75.5611	86.61425
"3466"	"DDB_G0275297"	44.2397353047622	121.038137992647	184.112255050301	151.984519404268	1098	2.487025	27.3015	19.12365	11.9661
"3467"	"DDB_G0275299"	762.436037455516	619.904673956195	695.036899488546	588.765969487899	969	28.72015	230.88	102.0057	80.14285
"3468"	"DDB_G0275301"	307.259159999722	137.377328267476	240.244531197044	240.003453058419	1035	21.2803	55.3969	38.6261	28.2989
"3469"	"DDB_G0275303"	4.76740096745645	1.97851609316859	2.02061084500568	1.59443599577757	5394	0.3262885	0.486834	0.0986147	0.144936
"3470"	"DDB_G0275305"	50.8218572158061	502.089607053044	351.958793644863	327.593739754941	8607	3.49491	10.298345	7.270825	8.96539
"3471"	"DDB_G0275307"	1.0360824129553	14.3449427061994	11.086347441463	25.3078992525426	810	1.16001	2.303445	0.5718385	0.7630465
"3472"	"DDB_G0275309"	0.388411678397442	3.40141826150015	2.48062800986138	7.60418110609838	1851	0.1029473	0.2796435	0.0375289	0.06505395
"3473"	"DDB_G0275311"	2647.10080527525	1146.01861338817	700.872603332794	465.128483441503	1383	115.492	98.0792	59.20705	88.20915
"3474"	"DDB_G0275313"	40.4399337061562	208.703494790125	204.665911450913	202.47271590041	4419	2.203155	7.49574	6.275555	5.51598
"3475"	"DDB_G0275315"	122.034913186656	194.225674642225	268.000988766909	188.934584001747	651	5.888335	29.51215	39.0103	13.35415
"3476"	"DDB_G0275317"	108.500597677837	359.096881658658	363.184924991759	286.178067904125	1110	8.26285	32.96125	29.62585	25.63465
"3477"	"DDB_G0275319"	0	1.15217947181838	0.886044645279566	0.944789308830785	1692	0.0202005	0.07104405	0.0060275	0.0054923
"3478"	"DDB_G0275321"	0	1.53896748442394	2.76307274492423	1.6518438072623	956	0.1570295	0.491339	0.12311655	0.0334836
"3479"	"DDB_G0275323"	270.392468402667	498.929909643317	441.6254577169	211.086105065631	1839	6.11567	31.64615	31.3063	22.90855
"3480"	"DDB_G0275325"	0	0	2.42365125659013	3.09620262597385	171	0	0	0.326575	26.16415
"3481"	"DDB_G0275327"	10.2197592740265	45.9444137709353	47.5367439827787	16.6816863880614	1335	0.02729955	4.884875	3.685895	1.22303
"3482"	"DDB_G0275329"	11.2728627696201	137.441960071962	136.080212904519	31.2761591551248	558	13.43162	87.68965	51.3032	14.05275
"3483"	"DDB_G0275331"	51.5674545109632	265.240363207552	249.648701119563	190.79989367553	3147	3.16738	10.688165	9.35793	11.5086
"3484"	"DDB_G0275333"	313.625902456731	1260.16462832487	1260.07034653721	1398.83772371159	1437	5.453655	34.8897	41.1141	63.74025
"3485"	"DDB_G0275335"	557.640624038941	458.151395023145	178.906538550332	55.1858835877776	426	58.5144	98.6395	74.9003	9.831595
"3486"	"DDB_G0275337"	211.313036381324	159.58382812645	112.871325013688	1391.29213743192	1041	5.22726	43.23855	31.5014	88.416
"3487"	"DDB_G0275339"	24.0624306616108	30.0569963589012	34.6383335936625	27.3938414844809	1308	6.657885	4.38794	2.768315	1.799675
"3488"	"DDB_G0275341"	3.17044562953493	204.351596512218	214.452025336008	38.3323257123065	1071	0.091258	20.1184	25.4727	4.45469
"3489"	"DDB_G0275343"	4.42012962272631	6.19490004293876	11.1614890164064	27.6609010412054	1638	0.5992405	2.14306	0.329426	0.385484
"3490"	"DDB_G0275345"	68.904859767968	161.207995102291	291.810773782119	493.493107048687	2109	2.13334	2.30994	3.00194	6.24727
"3491"	"DDB_G0275347"	0	0	0	2.09595223053616	225	0	0.2351675	0.2126435	0
"3492"	"DDB_G0275349"	0	87.7251071151975	108.579552208267	9.1407005103481	318	21.4517	43.43775	28.7757	19.1455
"3493"	"DDB_G0275351"	16.4278179640727	7.53516898258095	14.6156907811211	7.59476375816448	426	24.24805	32.22965	11.8095	9.105115
"3494"	"DDB_G0275353"	203.173892959225	288.924801312933	369.889114768728	514.604940739257	1443	4.32555	31.6283	31.06895	40.3119
"3495"	"DDB_G0275355"	701.533135353353	841.312490776261	384.080765322078	124.288595193959	2145	14.24985	34.7054	28.4755	9.30599
"3496"	"DDB_G0275357"	306.45901044881	1150.71048800852	1403.92488918652	1461.56411256475	276	7.282385	6.86526	17.65475	83.21335
"3497"	"DDB_G0275359"	1079.16339612075	137.896183898002	113.549903267886	100.256365740672	1389	68.04875	23.54685	12.46105	14.63145
"3498"	"DDB_G0275361"	0	11.8045671855048	3.16460580322005	0	186	1179.6545	1431.125	487.097	509.3405
